분석아이디,학교명,위도,경도,위험지역 사유,기타 상세 사유,행위 구분,데이터기준일자
8405,동화초등학교,33.51685981,126.576848,인도에 차가 서 있음,해당없음,등교,2021-01-25
8406,동화초등학교,33.51872172,126.5765551,신호등이 없음,해당없음,등교,2021-01-25
8408,동화초등학교,33.51918386,126.5778969,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,활동,2021-01-25
8409,동화초등학교,33.51992056,126.5791191,위험한 곳이라는 안내시설이 없음,해당없음,하교,2021-01-25
8410,동화초등학교,33.51856248,126.572845,신호등이 없음,해당없음,등교,2021-01-25
8412,동화초등학교,33.51957141,126.5752189,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8412,동화초등학교,33.51952627,126.5752029,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8412,동화초등학교,33.51953945,126.5764192,신호등이 없음,해당없음,하교,2021-01-25
8412,동화초등학교,33.51959333,126.5763544,신호등이 없음,해당없음,하교,2021-01-25
8412,동화초등학교,33.51852765,126.5764874,신호등이 없음,해당없음,활동,2021-01-25
8412,동화초등학교,33.51837889,126.5764881,신호등이 없음,해당없음,활동,2021-01-25
8412,동화초등학교,33.51852351,126.576595,신호등이 없음,해당없음,활동,2021-01-25
8412,동화초등학교,33.51844686,126.57659,신호등이 없음,해당없음,활동,2021-01-25
8412,동화초등학교,33.5197187,126.5761062,인도에 차가 서 있음,해당없음,하교,2021-01-25
8412,동화초등학교,33.51960745,126.5752133,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8413,동화초등학교,33.51838797,126.5745331,신호등이 없음,해당없음,등교,2021-01-25
8413,동화초등학교,33.51871183,126.574327,신호등이 없음,해당없음,등교,2021-01-25
8413,동화초등학교,33.51825275,126.5745391,신호등이 없음,해당없음,활동,2021-01-25
8414,동화초등학교,33.51884149,126.5776349,기타,양 쪽이 주차장이고 양쪽에서차가 갑자기나옴,등교,2021-01-25
8415,동화초등학교,33.51944298,126.5765502,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8416,동화초등학교,33.51914631,126.5774598,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,하교,2021-01-25
8416,동화초등학교,33.52091588,126.5768592,"나쁜 형, 아저씨 있음",해당없음,등교,2021-01-25
8416,동화초등학교,33.52062493,126.5774634,"나쁜 형, 아저씨 있음",해당없음,등교,2021-01-25
8416,동화초등학교,33.52004972,126.5779937,"나쁜 형, 아저씨 있음",해당없음,등교,2021-01-25
8416,동화초등학교,33.51941876,126.5780398,"나쁜 형, 아저씨 있음",해당없음,하교,2021-01-25
8416,동화초등학교,33.51978401,126.5780703,"나쁜 형, 아저씨 있음",해당없음,하교,2021-01-25
8418,동화초등학교,33.51193673,126.5773953,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
8418,동화초등학교,33.5119314,126.5771545,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8420,동화초등학교,33.51959432,126.576645,인도에 차가 서 있음,해당없음,등교,2021-01-25
8422,동화초등학교,33.51957148,126.5752404,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8424,동화초등학교,33.51845452,126.5755365,신호등이 없음,해당없음,등교,2021-01-25
8424,동화초등학교,33.5184297,126.5755285,인도에 차가 서 있음,해당없음,등교,2021-01-25
8426,동화초등학교,33.51847629,126.5766289,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
8426,동화초등학교,33.5195138,126.5768284,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
8426,동화초등학교,33.51961158,126.5764189,신호등이 없음,해당없음,활동,2021-01-25
8427,동화초등학교,33.51810492,126.5757965,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,하교,2021-01-25
8427,동화초등학교,33.51812431,126.5761947,"나쁜 형, 아저씨 있음",해당없음,하교,2021-01-25
8427,동화초등학교,33.51857384,126.5751659,"나쁜 형, 아저씨 있음",해당없음,활동,2021-01-25
8427,동화초등학교,33.5180697,126.5760443,돌이 떨어질 것 같음,해당없음,하교,2021-01-25
8427,동화초등학교,33.51934858,126.5743266,인도에 차가 서 있음,해당없음,등교,2021-01-25
8430,동화초등학교,33.51924963,126.5766951,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
8430,동화초등학교,33.51951104,126.5766777,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8430,동화초등학교,33.51948436,126.5767855,횡단보도가 적어서 많이 돌아가야 함,해당없음,등교,2021-01-25
8433,동화초등학교,33.51971886,126.5745091,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8433,동화초등학교,33.51975431,126.5743313,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8433,동화초등학교,33.51942138,126.5745213,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8434,동화초등학교,33.51932525,126.5810366,신호등이 없음,해당없음,등교,2021-01-25
8436,동화초등학교,33.51880493,126.5764981,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8436,동화초등학교,33.5188197,126.576864,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
8436,동화초등학교,33.51885782,126.5774666,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
8436,동화초등학교,33.51871365,126.5761703,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
8436,동화초등학교,33.51859567,126.5759448,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
8436,동화초등학교,33.51886132,126.5771706,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
8438,동화초등학교,33.51959203,126.5766342,인도에 차가 서 있음,해당없음,등교,2021-01-25
8440,동화초등학교,33.51991179,126.582857,신호등이 없음,해당없음,등교,2021-01-25
8440,동화초등학교,33.51929687,126.5809762,신호등이 없음,해당없음,등교,2021-01-25
8440,동화초등학교,33.51934613,126.5795498,신호등이 없음,해당없음,등교,2021-01-25
8441,동화초등학교,33.51827822,126.5740789,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,등교,2021-01-25
8442,동화초등학교,33.51427458,126.5808524,신호등이 없음,해당없음,하교,2021-01-25
8442,동화초등학교,33.51437645,126.5783253,신호등이 없음,해당없음,활동,2021-01-25
8443,동화초등학교,33.52186174,126.5753046,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,등교,2021-01-25
8443,동화초등학교,33.52327266,126.5766002,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8443,동화초등학교,33.52273797,126.5757954,인도에 차가 서 있음,해당없음,등교,2021-01-25
8444,동화초등학교,33.51734833,126.5826513,신호등이 없음,해당없음,등교,2021-01-25
8444,동화초등학교,33.51849162,126.5848201,신호등이 없음,해당없음,등교,2021-01-25
8444,동화초등학교,33.51735254,126.5825652,신호등이 없음,해당없음,등교,2021-01-25
8444,동화초등학교,33.51736936,126.5808698,신호등이 없음,해당없음,하교,2021-01-25
8445,동화초등학교,33.51842121,126.575682,가게에서 놓은 물건 때문에 길을 다니기 어려움,해당없음,등교,2021-01-25
8451,봉개초등학교,33.49053854,126.5949553,횡단보도 초록불 신호가 너무 짧음,해당없음,하교,2021-01-25
8452,봉개초등학교,33.4899452,126.59548,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
8452,봉개초등학교,33.48954766,126.5952236,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8453,봉개초등학교,33.4945934,126.5938994,돌이 떨어질 것 같음,해당없음,하교,2021-01-25
8453,봉개초등학교,33.4948457,126.5938551,위험한 곳이라는 안내시설이 없음,해당없음,하교,2021-01-25
8454,봉개초등학교,33.48901929,126.5970095,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
8455,봉개초등학교,33.48847957,126.5980853,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
8456,봉개초등학교,33.49039198,126.5928739,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
8460,봉개초등학교,33.49050455,126.5928357,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,등교,2021-01-25
8460,봉개초등학교,33.49038734,126.5928362,신호등이 없음,해당없음,등교,2021-01-25
8460,봉개초등학교,33.49028819,126.5928421,신호등이 없음,해당없음,등교,2021-01-25
8460,봉개초등학교,33.49139596,126.5931651,인도에 차가 서 있음,해당없음,하교,2021-01-25
8460,봉개초등학교,33.49119266,126.5930315,횡단보도 초록불 신호가 너무 짧음,해당없음,하교,2021-01-25
8461,봉개초등학교,33.49352919,126.5941451,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8462,봉개초등학교,33.49416396,126.5938839,인도에 차가 서 있음,해당없음,하교,2021-01-25
8464,봉개초등학교,33.49322867,126.589132,인도에 차가 서 있음,해당없음,활동,2021-01-25
8464,봉개초등학교,33.49337278,126.5890883,인도에 차가 서 있음,해당없음,활동,2021-01-25
8466,봉개초등학교,33.4892954,126.5942455,신호등이 없음,해당없음,하교,2021-01-25
8468,봉개초등학교,33.48989753,126.5926233,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
8468,봉개초등학교,33.49122501,126.5912182,신호등이 없음,해당없음,등교,2021-01-25
8468,봉개초등학교,33.49048141,126.5926529,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
8469,봉개초등학교,33.48978497,126.5947275,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8472,봉개초등학교,33.49078452,126.5929796,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
8473,봉개초등학교,33.49424092,126.5939804,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8474,봉개초등학교,33.49118837,126.5913865,신호등이 없음,해당없음,등교,2021-01-25
8475,봉개초등학교,33.49041641,126.5948268,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8475,봉개초등학교,33.48444718,126.6129576,횡단보도 초록불 신호가 너무 짧음,해당없음,하교,2021-01-25
8476,봉개초등학교,33.48875833,126.5978581,신호등이 없음,해당없음,등교,2021-01-25
8477,봉개초등학교,33.5195289,126.5876541,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,하교,2021-01-25
8477,봉개초등학교,33.49003832,126.5950061,신호등이 없음,해당없음,등교,2021-01-25
8477,봉개초등학교,33.52125778,126.5870001,횡단보도 초록불 신호가 너무 짧음,해당없음,하교,2021-01-25
8479,봉개초등학교,33.49045707,126.5948535,인도에 차가 서 있음,해당없음,하교,2021-01-25
8480,봉개초등학교,33.48956848,126.5960762,인도에 차가 서 있음,해당없음,등교,2021-01-25
8482,봉개초등학교,33.4913034,126.5931225,기타,차의 속도가 너무 빨음,등교,2021-01-25
8482,봉개초등학교,33.49134859,126.5931545,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8483,봉개초등학교,33.49192032,126.5936011,신호등이 없음,해당없음,활동,2021-01-25
8483,봉개초등학교,33.49169518,126.5936829,인도에 차가 서 있음,해당없음,등교,2021-01-25
8484,봉개초등학교,33.4917144,126.5919853,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8486,봉개초등학교,33.4903554,126.5906655,신호등이 없음,해당없음,활동,2021-01-25
8486,봉개초등학교,33.49039157,126.5906976,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
8487,봉개초등학교,33.48890847,126.5927598,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
8487,봉개초등학교,33.4887914,126.5928007,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
8487,봉개초등학교,33.48841552,126.5936498,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
8488,봉개초등학교,33.51929113,126.565569,신호등이 없음,해당없음,하교,2021-01-25
8489,봉개초등학교,33.4945934,126.5938994,돌이 떨어질 것 같음,해당없음,하교,2021-01-25
8489,봉개초등학교,33.49089386,126.5929859,신호등이 없음,해당없음,등교,2021-01-25
8489,봉개초등학교,33.4948457,126.5938551,위험한 곳이라는 안내시설이 없음,해당없음,하교,2021-01-25
8490,봉개초등학교,33.49112342,126.5932255,기타,초록불 신호를 많이기다려야한다,하교,2021-01-25
8490,봉개초등학교,33.49166706,126.5919829,인도에 차가 서 있음,해당없음,등교,2021-01-25
8490,봉개초등학교,33.49189348,126.5922938,인도에 차가 서 있음,해당없음,등교,2021-01-25
8490,봉개초등학교,33.49202787,126.592035,인도에 차가 서 있음,해당없음,등교,2021-01-25
8490,봉개초등학교,33.4926737,126.5903452,인도에 차가 서 있음,해당없음,하교,2021-01-25
8491,봉개초등학교,33.52023884,126.5677992,인도에 차가 서 있음,해당없음,등교,2021-01-25
8491,봉개초등학교,33.51944448,126.5675233,인도에 차가 서 있음,해당없음,등교,2021-01-25
8491,봉개초등학교,33.52038533,126.5684416,인도에 차가 서 있음,해당없음,활동,2021-01-25
8491,봉개초등학교,33.52001386,126.5679187,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
8492,봉개초등학교,33.49127612,126.59305,횡단보도 초록불 신호가 너무 짧음,해당없음,하교,2021-01-25
8493,봉개초등학교,33.4897117,126.5930062,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
8493,봉개초등학교,33.49074614,126.592961,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,활동,2021-01-25
8493,봉개초등학교,33.48973421,126.5929953,신호등이 없음,해당없음,등교,2021-01-25
8493,봉개초등학교,33.48861696,126.5932184,신호등이 없음,해당없음,활동,2021-01-25
8493,봉개초등학교,33.48842057,126.5938165,신호등이 없음,해당없음,활동,2021-01-25
8493,봉개초등학교,33.48908049,126.5943515,신호등이 없음,해당없음,활동,2021-01-25
8495,봉개초등학교,33.48907285,126.5944268,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
8495,봉개초등학교,33.49092811,126.5941519,기타,떠돌이게가돌아다니고위협함,등교,2021-01-25
8495,봉개초등학교,33.49113175,126.5930157,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8495,봉개초등학교,33.49074041,126.5932758,횡단보도가 적어서 많이 돌아가야 함,해당없음,하교,2021-01-25
8496,봉개초등학교,33.48899403,126.5982565,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
8500,동홍초등학교,33.2628824,126.5711263,가게에서 놓은 물건 때문에 길을 다니기 어려움,해당없음,하교,2021-01-25
8500,동홍초등학교,33.2620626,126.5713234,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,등교,2021-01-25
8501,동홍초등학교,33.25794933,126.5694869,신호등이 없음,해당없음,등교,2021-01-25
8501,동홍초등학교,33.25795377,126.5694655,신호등이 없음,해당없음,등교,2021-01-25
8504,동홍초등학교,33.25916644,126.5694595,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,등교,2021-01-25
8505,동홍초등학교,33.26070796,126.5693822,신호등이 없음,해당없음,등교,2021-01-25
8505,동홍초등학교,33.26059887,126.5691252,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8506,동홍초등학교,33.25834625,126.569544,신호등이 없음,해당없음,하교,2021-01-25
8506,동홍초등학교,33.25758019,126.5748814,신호등이 없음,해당없음,활동,2021-01-25
8509,동홍초등학교,33.26006267,126.5679043,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
8512,동홍초등학교,33.25694971,126.5704818,신호등이 없음,해당없음,등교,2021-01-25
8512,동홍초등학교,33.25916616,126.569379,신호등이 없음,해당없음,하교,2021-01-25
8513,동홍초등학교,33.26604946,126.5678963,신호등이 없음,해당없음,등교,2021-01-25
8513,동홍초등학교,33.25932678,126.5688953,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8514,동홍초등학교,33.25916828,126.5706454,신호등이 없음,해당없음,등교,2021-01-25
8516,동홍초등학교,33.25770313,126.5749077,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
8516,동홍초등학교,33.25689186,126.5749653,신호등이 없음,해당없음,등교,2021-01-25
8516,동홍초등학교,33.25821264,126.5706702,인도에 차가 서 있음,해당없음,하교,2021-01-25
8516,동홍초등학교,33.25868593,126.5706518,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
8516,동홍초등학교,33.259152,126.5721345,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8523,동홍초등학교,33.25866383,126.5730706,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
8523,동홍초등학교,33.25899307,126.5704933,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,하교,2021-01-25
8523,동홍초등학교,33.25865482,126.5730706,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8524,동홍초등학교,33.25935784,126.5700542,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8525,동홍초등학교,33.259164,126.5720191,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8525,동홍초등학교,33.25913623,126.5744339,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8526,동홍초등학교,33.25865216,126.5749259,위험한 곳이라는 안내시설이 없음,해당없음,등교,2021-01-25
8526,동홍초등학교,33.2587085,126.5749229,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8526,동홍초등학교,33.25871306,126.574939,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8527,동홍초등학교,33.25836776,126.5721853,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,등교,2021-01-25
8527,동홍초등학교,33.25080622,126.5678761,신호등이 없음,해당없음,하교,2021-01-25
8527,동홍초등학교,33.25030165,126.5679752,인도에 차가 서 있음,해당없음,등교,2021-01-25
8527,동홍초등학교,33.25122055,126.567756,인도에 차가 서 있음,해당없음,하교,2021-01-25
8527,동홍초등학교,33.2591784,126.5719452,횡단보도 초록불 신호가 너무 짧음,해당없음,등교,2021-01-25
8527,동홍초등학교,33.25451979,126.5675466,횡단보도 초록불 신호가 너무 짧음,해당없음,하교,2021-01-25
8530,동홍초등학교,33.25710458,126.5696373,신호등이 없음,해당없음,하교,2021-01-25
8530,동홍초등학교,33.25919877,126.5690314,인도에 차가 서 있음,해당없음,등교,2021-01-25
8531,동홍초등학교,33.25680857,126.5720413,신호등이 없음,해당없음,등교,2021-01-25
8531,동홍초등학교,33.25677739,126.5721488,인도에 차가 서 있음,해당없음,등교,2021-01-25
8533,동홍초등학교,33.25732164,126.5704827,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8533,동홍초등학교,33.25727604,126.5703327,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,활동,2021-01-25
8533,동홍초등학교,33.25607368,126.5720234,신호등이 없음,해당없음,하교,2021-01-25
8533,동홍초등학교,33.25716769,126.5702903,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
8533,동홍초등학교,33.25791704,126.5705764,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
8534,동홍초등학교,33.26621834,126.5684965,인도에 차가 서 있음,해당없음,하교,2021-01-25
8534,동홍초등학교,33.26774944,126.5693154,인도에 차가 서 있음,해당없음,하교,2021-01-25
8536,동홍초등학교,33.255854,126.5750065,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8536,동홍초등학교,33.25480556,126.5742604,인도에 차가 서 있음,해당없음,등교,2021-01-25
8539,동홍초등학교,33.26254432,126.5711333,기타,강아지 나옴,등교,2021-01-25
8539,동홍초등학교,33.26222834,126.5710168,돌이 떨어질 것 같음,해당없음,등교,2021-01-25
8540,동홍초등학교,33.25848703,126.5704931,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
8540,동홍초등학교,33.25803644,126.5705597,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,활동,2021-01-25
8540,동홍초등학교,33.257854,126.5705981,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8540,동홍초등학교,33.25775512,126.5706845,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
8540,동홍초등학교,33.25827083,126.5705478,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,활동,2021-01-25
8540,동홍초등학교,33.26236552,126.5709249,돌이 떨어질 것 같음,해당없음,활동,2021-01-25
8540,동홍초등학교,33.25930567,126.5706125,신호등이 없음,해당없음,하교,2021-01-25
8540,동홍초등학교,33.25931696,126.5706178,신호등이 없음,해당없음,활동,2021-01-25
8540,동홍초등학교,33.25835905,126.5706386,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
8540,동홍초등학교,33.26115899,126.571403,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
8540,동홍초등학교,33.25713152,126.5702583,횡단보도가 적어서 많이 돌아가야 함,해당없음,등교,2021-01-25
8541,동홍초등학교,33.25689684,126.5721455,신호등이 없음,해당없음,등교,2021-01-25
8541,동홍초등학교,33.25688686,126.5718665,신호등이 없음,해당없음,등교,2021-01-25
8541,동홍초등학교,33.25430362,126.5731562,신호등이 없음,해당없음,하교,2021-01-25
8541,동홍초등학교,33.25427672,126.5731992,차가 다니는 길가로만 다닐 수 있음,해당없음,하교,2021-01-25
8542,동홍초등학교,33.25882376,126.5707463,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
8542,동홍초등학교,33.25903993,126.5706809,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
8542,동홍초등학교,33.25931455,126.5705722,신호등이 없음,해당없음,하교,2021-01-25
8542,동홍초등학교,33.25922926,126.57068,신호등이 없음,해당없음,활동,2021-01-25
8543,동홍초등학교,33.25858966,126.57346,신호등이 없음,해당없음,등교,2021-01-25
8545,동홍초등학교,33.25679603,126.5697139,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,활동,2021-01-25
8546,동홍초등학교,33.25701402,126.5701757,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8546,동홍초등학교,33.25696749,126.5697574,신호등이 없음,해당없음,등교,2021-01-25
8546,동홍초등학교,33.25757534,126.5695398,신호등이 없음,해당없음,활동,2021-01-25
8548,동홍초등학교,33.25826664,126.5706417,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,활동,2021-01-25
8548,동홍초등학교,33.25917397,126.5703341,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8548,동홍초등학교,33.25919605,126.5701999,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8548,동홍초등학교,33.25920582,126.5704198,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
8548,동홍초등학교,33.25882192,126.5705398,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,활동,2021-01-25
8548,동홍초등학교,33.25925584,126.570543,신호등이 없음,해당없음,등교,2021-01-25
8548,동홍초등학교,33.25926489,126.5705537,신호등이 없음,해당없음,하교,2021-01-25
8548,동홍초등학교,33.25920015,126.5700818,인도에 차가 서 있음,해당없음,하교,2021-01-25
8549,동홍초등학교,33.25916687,126.5718702,기타,차가 너무빨리 다님,등교,2021-01-25
8549,동홍초등학교,33.25925821,126.5705752,기타,차가 너무빨리 다님,하교,2021-01-25
8549,동홍초등학교,33.25810572,126.5720202,신호등이 없음,해당없음,등교,2021-01-25
8550,동홍초등학교,33.25733938,126.5703994,기타,인도가부족하다,활동,2021-01-25
8550,동홍초등학교,33.25683217,126.5697339,신호등이 없음,해당없음,등교,2021-01-25
8550,동홍초등학교,33.25881438,126.5706417,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
8551,동홍초등학교,33.25690308,126.5739618,횡단보도가 적어서 많이 돌아가야 함,해당없음,등교,2021-01-25
8556,중문초등학교,33.25228096,126.4310846,길 주변에 깨진 병 조각 같은 위험한 물건이 많음,해당없음,등교,2021-01-25
8556,중문초등학교,33.2525404,126.4311339,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8556,중문초등학교,33.25233084,126.4311486,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
8556,중문초등학교,33.25212776,126.4311017,신호등이 없음,해당없음,하교,2021-01-25
8557,중문초등학교,33.25351453,126.4331906,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
8558,중문초등학교,33.2595993,126.4260535,신호등이 없음,해당없음,등교,2021-01-25
8562,중문초등학교,33.25146459,126.4314896,신호등이 없음,해당없음,등교,2021-01-25
8562,중문초등학교,33.25144958,126.4301805,신호등이 없음,해당없음,등교,2021-01-25
8564,중문초등학교,33.25444368,126.4264132,기타,담배피는 아저씨가 많음,하교,2021-01-25
8564,중문초등학교,33.25490569,126.4288462,신호등이 없음,해당없음,등교,2021-01-25
8565,중문초등학교,33.25338486,126.4260526,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8567,중문초등학교,33.2547344,126.4293409,기타,공사하는데가 많다,등교,2021-01-25
8567,중문초등학교,33.25524116,126.4277816,신호등이 없음,해당없음,등교,2021-01-25
8567,중문초등학교,33.25484175,126.4291578,인도에 차가 서 있음,해당없음,하교,2021-01-25
8568,중문초등학교,33.25639528,126.429754,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8568,중문초등학교,33.25567243,126.4294153,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,하교,2021-01-25
8569,중문초등학교,33.25092772,126.4338726,신호등이 없음,해당없음,등교,2021-01-25
8569,중문초등학교,33.25153808,126.4273658,신호등이 없음,해당없음,하교,2021-01-25
8570,중문초등학교,33.25444061,126.4301584,길가에 차들이 많이 세워져 있어 앞을 가림,해당없음,등교,2021-01-25
8571,중문초등학교,33.24572423,126.4286967,위험한 곳이라는 안내시설이 없음,해당없음,등교,2021-01-25
8571,중문초등학교,33.24528896,126.4320902,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
8571,중문초등학교,33.24932247,126.4308301,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
8571,중문초등학교,33.24539735,126.4321324,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
8571,중문초등학교,33.24917885,126.4309705,차가 다니는 길가로만 다닐 수 있음,해당없음,활동,2021-01-25
8572,중문초등학교,33.25439454,126.4294505,기타,개,하교,2021-01-25
8575,중문초등학교,33.24993747,126.4332191,인도에 차가 서 있음,해당없음,등교,2021-01-25
8576,중문초등학교,33.25144729,126.4282087,신호등이 없음,해당없음,등교,2021-01-25
8576,중문초등학교,33.25160071,126.4302037,신호등이 없음,해당없음,활동,2021-01-25
8576,중문초등학교,33.25153316,126.4272746,인도에 차가 서 있음,해당없음,하교,2021-01-25
8577,중문초등학교,33.25171799,126.4253204,기타,사거리라서 차가 많이다님,활동,2021-01-25
8577,중문초등학교,33.25362612,126.4334421,차가 다니는 길가로만 다닐 수 있음,해당없음,등교,2021-01-25
8579,중문초등학교,33.25985141,126.3573317,골목 등 좁은 길에서 갑자기 차가 튀어나옴,해당없음,등교,2021-01-25
